,name,type,place,note,fill_lim,regime,lat,lon
235,ФКУ «КП № 5 УФСИН России по Костромской области»,Колония-поселение,"Костромской район , пос.  Прибрежный","Лимит наполнения: 110 человек, включая мужской и женский отряды. Образована в 1985 года как ИТК-5 в пос. Бычиха. В 1992 года реорганизована в ИТК-поселение № 5 для мужчин, твердо вставших на путь исправления. В 2000 году переведена в пос. Прибрежный. [248] 
",110.0,,57.895287950000004,40.8783661
236,ФКУ «ИК № 7 УФСИН России по Костромской области»,Исправительная колония,"Костромской район , пос.  Бычиха-12","Лимит наполнения: 648 человек, включая ПФРСИ на 32 места и участок КП на 150 человек. Вид режима: строгий для впервые осуждённых. Образована в 2000 году как ИК-7 строгого режима. [249] 
",648.0,строгий,57.97688095,41.147504899999994
237,ФКУ «ИК № 8 УФСИН России по Костромской области»,Исправительная колония,"Костромской район , пос. Васильевское","Вид режима: общий для осужденных женщин, бывших работников судов и правоохранительных органов. На территории колонии действует ПФРСИ на 8 мест. Образована в 1943 году как ВК. В 2011 году перепрофилирована в женскую колонию. [250] 
",,общий,58.09125675,42.866746899999995
238,ФКУ «ИЦ № 1 УФСИН России по Костромской области»,Исправительный центр,Кострома,"Лимит наполнения: 91 человек. Образован в 2017 году для исполнения уголовных наказаний в виде принудительных работ. [251] 
",91.0,,57.769681000000006,40.943633049999995
239,ФКУ  «СИЗО № 1 ГУФСИН России по Красноярскому краю»,Следственный изолятор,Красноярск,"Образован в 1850 году как Красноярский тюремный замок.  [253] 
",,,56.02672945,92.86573395
240,ФКУ «СИЗО № 3 ГУФСИН России по Красноярскому краю»,Следственный изолятор,Ачинск,"Есть участок КП ИК-31. Образован до революции как Ачинский острог. В 1927 году на его месте был построен Дом лишения свободы. В 1934 году преобразован в СИЗО. [254] 
",,,56.26048649999999,90.4853739
241,ФКУ «СИЗО № 4 ГУФСИН России по Красноярскому краю»,Следственный изолятор,Норильск,"Образован в 1980 году как Норильский СИЗО. [255] 
",,,69.428319,88.09950789999999
242,ФКУ «СИЗО № 5 ГУФСИН России по Красноярскому краю»,Следственный изолятор,Канск,"Образован в 1926 году как СИЗО. В 1940 году назывался Общей тюрьмой № 2 УНКВД по Красноярскому краю (Т-2).  [256] 
",,,56.216862649999996,95.69289455
243,ФКУ «СИЗО № 6 ГУФСИН России по Красноярскому краю»,Следственный изолятор,Сосновоборск,"Лимит наполнения: 500 человек. Строительство начато в 2012 году и было завершено в 2016 году. [257] 
",500.0,,56.128072949999996,93.36179505
244,ФКУ «Тюрьма ГУФСИН России по Красноярскому краю»,Тюрьма,Минусинск,"Впервые Минусинская тюрьма упомянута документах в октябре 1912 года. После революции называлась уездный ИТД, СИЗО-2, в 1992—1999 годах — следственная тюрьма, с января 2005 года — тюрьма. [258] 
",,,53.6989219,91.69310045
245,ФКУ «Т № 2 ГУФСИН России по Красноярскому краю»,Тюрьма,Енисейск,"Вид режима: тюремный для лиц мужского пола. Есть ПФРСИ. В 1863 году началось строительство нового каменного здания Енисейского острога, которое завершилось весной 1865 года. С середины 1950-х годов — тюрьма. С августа 1999 года принимает осужденных тюремного вида режима. В 2005—2013 годы функционировала в режиме СИЗО. [259] 
",,,58.4500025,92.1776366
246,ФКУ «ОИУ № 1 ГУФСИН России по Красноярскому краю»,Колония-поселение,Кодинск,"Объединение исправительных учреждений, включает КП-12 ( Кежемский район , пос. Сычевка) и КП-13 (Кежемский район, пос. Тагара). Образовано в 1982 году как Кежемское УЛИУ. [260] 
",,,58.60604299999999,99.18025355
247,ФКУ «ИК № 6 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Включает ПФРСИ с наполняемостью 100 мест и транзитно-пересыльный пункт с наполняемостью 447 мест. Вид режима: строгий для ранее отбывавших наказание в виде лишения свободы. Образована в 1936 году как транзитно-пересыльное лагерное отделение Норильлага в г. Красноярске. С 1952 года — лаготделение № 12, с 1953 года —  транзитно-пересыльное лаготделение № 6. В 1958 году реорганизовано в ИТК-6. [261] 
",,строгий,56.02672945,92.86573395
248,ФКУ «ИК № 7 ГУФСИН России по Красноярскому краю»,Исправительная колония,"Емельяновский район , с.  Арейское","Вид режима: строгий для ранее отбывавших наказание в виде лишения свободы. Образована в 1937 году как Арейский лагпункт Качинского лаготделения, с 1956 года — лагпункт Речного лаготделения № 9. В 1957 году преобразована в отдельную ИТК-7. [262] 
",,строгий,56.087434449999996,92.4599823
249,ФКУ «ОИУ № 8 ГУФСИН России по Красноярскому краю»,Колония-поселение,"Иркутская область ,  Усть-Илимск","Объединение исправительных учреждений, включает КП-10 (Иркутская область, Усть-Илимск) и КП-29 (Кежемский район, пос. Ново-Аксеново). Образованы составе Кежемского УЛИТУ КП-10 в 1984 году (ИТКп-10) и в 1987 году (ИТКп-29). [263] 
",,,57.994835949999995,102.74545849999998
250,ФКУ «КП № 14 ГУФСИН России по Красноярскому краю»,Колония-поселение,"Тайшетский район , пос.  Тамтачет","Образована в 1966 году как отдельный лагпункт № 14 для заключённых строгого режима. В 1968 году преобразована в отдельную ИТК-14. В 2014 году реорганизована в КП. [264] 
",,,57.2676485,97.73027675
251,ФКУ «ИК № 16 ГУФСИН России по Красноярскому краю»,Исправительная колония,"Уярский район , пос. Громадск","Вид режима: общий для лиц мужского пола, ранее отбывавших наказание в виде лишения свободы. Образована в 1957 году. С 1961 по 1993 годы — особый режим, осужденные отбывали наказание в ПКТ. [265] 
",,общий,55.89307355,94.4100344
252,ФКУ «ИК № 17 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Вид режима: строгий для лиц мужского пола, впервые осужденных к лишению свободы. Образована в 1995 году как колония общего режима. С 2003 года колония строгого режима. [266] 
",,строгий,56.02672945,92.86573395
253,ФКУ «КП № 19 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Образована в 1997 году как КП-19 в результате реорганизации участка КП-28 в городе Красноярске. [267] 
",,,56.02672945,92.86573395
254,ФКУ «ИК № 22 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Вид режима: общий. Образована в 1961 году как мужская ИТК-22 на базе швейного производства ИТК-6. С 1986 года — колония общего режима для содержания женщин, осужденных к лишению свободы. [268] 
",,общий,56.02672945,92.86573395
255,ФКУ «ОИУ № 25 ГУФСИН России по Красноярскому краю»,Следственный изолятор,"Тайшетский район , пос.  Новобирюсинский","Объединение исправительных учреждений, включает ИК-23 и ИК-24 строгого режима для лиц ранее отбывавших наказание в виде лишения свободы (обе в пос. Новобирюсинский), КП-41 (с.  Тремина ). [269] 
",,,56.9575453,97.73567295
256,ФКУ «ОИУ № 26 ОУХД ГУФСИН России по Красноярскому краю»,Следственный изолятор,"Богучанский район , пос.  Октябрьский","Объединение исправительных учреждений с особыми условиями хозяйственной деятельности, включает ИК-42 (бывшая ИТК-22 образована в 1971 году), ИК-43 (бывшая ИТК-27образована в 1980 году) и КП-44 (бывшая ИТК-31, образована в 1985 году). [270] 
",,,57.44501989999999,97.54518035000001
257,ФКУ «КП № 26 ГУФСИН России по Красноярскому краю»,Колония-поселение,"Иланский район , п. Хайрюзовка","Образована в 1962 году как Тумихинский лесозаготовительный участок общего режима лаготделения п/я УП-288/1. С 1963 года — ИТК-26 общего режима. В 1995 году ИТК-26 и ИТК-28 реорганизованы в Хайрюзовское ОИУ с особыми условиями хозяйственной деятельности. В 2011 году — переименовано в КП-26 с ОУХД, а КП-28 ликвидирована. [271] 
",,,55.78334174999999,96.59890709999999
258,ФКУ «ИК № 27 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Вид режима: особый. Образована в 1967 году как мужская контрагентская ИТК-27 усиленного режима для строительства КраМЗа. [272] 
",,особый,56.02672945,92.86573395
259,ФКУ «ОИК № 30 ГУФСИН России по Красноярскому краю»,Исправительная колония,Норильск,"Объединение ИК, включает ИК-15 строгого режима (с участком общего режима) для впервые осужденных к лишению свободы и КП-20. Образованы в 1956 года как лаготделение № 15 ликвидированного Норильлага и в 2000 году как КП-20. [273] 
",,,69.428319,88.09950789999999
260,ФКУ «ИК № 31 ГУФСИН России по Красноярскому краю»,Исправительная колония,Красноярск,"Вид режима: общий для впервые осужденных Образована в 1982 году на базе ЛТП-1 как ИТК-31 усиленного режима для впервые осужденных. [274] 
",,общий,56.02672945,92.86573395
261,ФКУ «ОИК № 36 ГУФСИН России по Красноярскому краю»,Исправительная колония,"Емельяновский район , пос. Старцево","Объединение исправительных колоний, включает ИК-5 строгого режима для ранее отбывавших наказание в виде лишения свободы и ЛИУ-35 для содержания и лечения больных открытой формой туберкулёза. В 1982 году был образован ЛТП-5, в 1983 году был открыт ЛТП-6. В 1991 году на их базе создана ИТК-5 строгого режима. В 2001 году принято решение о создании на базе ИТК-5 ОИК-36 в составе ИК-5 строгого режима и ЛИУ-35 для содержания больных наркоманией. В 2005 году ЛИУ-35 перепрофилирована в учреждение для больных туберкулёзом. [275] 
",,,56.16440734999999,92.98070870000001
262,ФКУ «ОИК № 38 ГУФСИН России по Красноярскому краю»,Исправительная колония,Минусинск,"Объединение исправительных колоний, включает ЛИУ-32 для содержания и лечения осужденных женского пола больных туберкулёзом и КП-33. ЛИУ-32 создано в 1984 году как ИТК-32 строгого режима, в 1990 году перепрофилирована в ЛИУ-32 для содержания и амбулаторного лечения больных активной формой туберкулёза. ОИК-38 создано в 2003 году. [276] 
",,,53.6989219,91.69310045
263,ФКУ «ОИК № 40 ГУФСИН России по Красноярскому краю»,Исправительная колония,Сосновоборск,"Объединение исправительных колоний, включает ЛИУ-37 для содержания и лечения больных алкоголизмом и наркоманией и КП-39. ЛИУ-37 создано в 1997 году как учреждение для содержания и амбулаторного лечения больных открытой формой туберкулёза. В 2002 в составе ЛИУ-37 организован участок КП, позднее выделенный в отдельную КП. ОИК-40 создано в 2003 году. В 2005 году ЛИУ-37 перепрофилировано в учреждение для лечения больных алкоголизмом и наркоманией. [277] 
",,,56.128072949999996,93.36179505
264,ФКУ «КП № 48 ГУФСИН России по Красноярскому краю»,Колония-поселение,"Нижнеингашский район , пос. Курдояки","Образована в 1984 году. Предназначена для содержание как мужчин, так и женщин. [278] 
",,,56.32142755,97.03730304999999
265,ФКУ «ИК № 50 ГУФСИН России по Красноярскому краю»,Исправительная колония,"Нижнеингашский район , пос.  Нижний Ингаш","Вид режима: общий (с участком КП) для содержания лиц женского пола, впервые осужденных к лишению свободы. Образована в 1938 году как Учреждение У-235 на базе Нижне-Пойменского отделения Красноярского ИТЛ. С 1997 года — женская колония. [279] 
",,общий,56.196745549999996,96.53223605
266,ФКУ «КП № 51 ГУФСИН России по Красноярскому краю»,Колония-поселение,"Нижнеингашский район , пос. Бельняки","Образована в 1955 году после выделения из состава лаготделения № 1 на самостоятельный баланс Центральной больницы для заключенных Краслага. В 2005 году преобразована в КП. [280] 
",,,56.32142755,97.03730304999999
267,ФКЛПУ «КТБ № 1 ГУФСИН России по Красноярскому краю»,Лечебно-профилактическое учреждение,Красноярск,"Федеральное казенное лечебно-профилактическое учреждение «Краевая туберкулезная больница № 1». Образована в 1949 году как пересылочный пункт осужденных, имеющих то или иное заболевание. В том же году реорганизован в лечебное учреждение для осужденных.  [281] 
",,,56.02672945,92.86573395
268,ФКУ «Канская ВК ГУФСИН России по Красноярскому краю»,Воспитательная колония,Канск,"Образована в 1939 году на базе ликвидированной Промколонии, располагавшейся в Канском остроге как Канская колония-тюрьма для несовершеннолетних. В том же году разделена на тюрьму и трудовую колонию. С 1961 года — воспитательная колония, в 1964 году переименована в трудовую колонию, с 1972 года — ВТК, с 1997 года вновь воспитательная колония. [282] [283] 
",,,56.216862649999996,95.69289455
269,ФКУ  «СИЗО № 1 УФСИН России по Курганской области»,Следственный изолятор,Курган,"Лимит наполнения: 608 человек. [285] 
",608.0,,55.449322,65.3146861
270,ФКУ «СИЗО № 2 УФСИН России по Курганской области»,Следственный изолятор,Шадринск,"Лимит наполнения: 195 человек. [286] 
",195.0,,56.087448,63.638297599999994
271,ФКУ «ИК № 1 УФСИН России по Курганской области»,Исправительная колония,Курган,"Режим содержания: общий для впервые попавших в места лишения свободы. Лимит наполнения: 1640 человек. Создана в 1954 году как ИТК-1. [287] 
",1640.0,,55.449322,65.3146861
272,ФКУ «ИК № 2 УФСИН России по Курганской области»,Исправительная колония,"Кетовский р-н , ст.  Просвет","Режим содержания: строгий для впервые осуждённых к лишению свободы со строгим режимом содержания. Лимит наполнения: 1250 человек. Образована в 1974 году. [288] 
",1250.0,,55.56484544999999,65.08354899999999
273,ФКУ «ЛИУ № 3 УФСИН России по Курганской области»,Лечебно-исправительное учреждение,Курган,"Лимит наполнения 531 человек. Предназначено для содержания осуждённых, больных туберкулёзом. Образовано на базе областного наркологического диспансера в 2000 году. [289] 
",531.0,,55.449322,65.3146861
274,ФКУ «ИК № 4 УФСИН России по Курганской области»,Исправительная колония,Курган,"Лимит наполнения: 482 человека. Вид режима: общий для осуждённых женщин. Образована в 2000 году, на базе КП № 5, образованного на базе расформированного ЛТП-2. [290] 
",482.0,общий,55.449322,65.3146861
275,ФКУ «КП № 5 УФСИН России по Курганской области»,Колония-поселение,Курган,"Лимит наполнения: 210 человек. Образована в 1993 году на базе расформированного ЛТП-2 как КП, в 2000 году переведена на нынешнее месторасположение. [291] 
",210.0,,55.449322,65.3146861
276,ФКУ «ИК № 6 УФСИН России по Курганской области»,Исправительная колония,"Кетовский район , пос. Иковка","Лимит наполнения: 2044 человека. Образована в 1933 году как «Командировка-33»  Карлага . С 1946 года — ИТК-6. [292] 
",2044.0,,55.600820500000005,64.94314599999998
277,ФКУ «ИК № 7 УФСИН России по Курганской области»,Исправительная колония,"Юргамышский район , пос.  Юргамыш","Лимит наполнения: 287 человек для женщин, впервые осуждённых к лишению свободы. Образована в 1961 году как ИТК № 2 усиленного режима. В 1970 году реорганизована в ВТК усиленного режима. В 2015 году реорганизована в женскую ИК № 7. [293] 
",287.0,,55.3766939,64.45962395
278,ФКУ  «СИЗО № 1 УФСИН России по Курской области»,Следственный изолятор,Курск,"Лимит наполнения: 478 человек. Образован в 1830 год как тюрьма. С 1964 года — СИЗО. [295] 
",478.0,,51.71200749999999,36.18228145
279,ФКУ «ИК № 2 УФСИН России по Курской области»,Исправительная колония,"Курск , пос. Косиново","Вид режима: строгий для ранее отбывавших наказание. Есть участок КП. Образована в 1954 году как лагпункт № 5 на базе Косиновского лаготделения № 5, в котором содержались немецкие военнопленные. В начале 1960-х годов реорганизована в ИТК-2 строгого режима. [296] 
",,строгий,51.26197045,35.929292000000004
280,ФКУ «ИК № 3 УФСИН России по Курской области»,Исправительная колония,Льгов,"Вид режима: общий для впервые осуждённых. Есть участок КП. Образована в 1959 году как ИТК-3. [297] 
",,общий,51.657805399999994,35.26406300000001
281,ФКУ «КП № 8 УФСИН России по Курской области»,Колония-поселение,"Курчатовский район , пос.  Иванино","Есть женский отряд. Образована в связи со строительством  Курской АЭС . [298] 
",,,51.6421795,35.5861085
282,ФКУ «ИК № 9 УФСИН России по Курской области»,Исправительная колония,"Курск , пос. Косиново","Вид режима: строгий для осуждённых впервые. Образована в 1994 году на базе ЛТП как ИТК общего режима. [299] 
",,строгий,51.26197045,35.929292000000004
283,ФКУ «ИК № 11 УФСИН России по Курской области»,Исправительная колония,"Суджанский район , с. Малая Локня","Вид режима: общий для осуждённых женщин. Есть участок КП. Образована как ИТК-5 общего режима. В 1966 году реорганизована в ВТК усиленного режима. С 1973 года ВТК общего режима. С 2011 года — женская ИК. [300] 
",,общий,51.3340151,35.2111034
284,ФКУ  «СИЗО № 1 УФСИН по Липецкой области»,Следственный изолятор,Липецк,"[302] 
",,,52.60219295,39.625659500000005
285,ФКУ «Тюрьма № 2 УФСИН по Липецкой области»,Тюрьма,Елец,"Образована в 1763 году, в 1830 году построено новое здание. [303] 
",,,60.89177654999999,49.7524721
286,ФКУ «ЛИУ № 1 УФСИН по Липецкой области»,Лечебно-исправительное учреждение,Усмань,"Лимит наполнения: 510 человек, включая Областную туберкулёзную больницу на 213 мест. Вид режима: для содержания и амбулаторного лечения осуждённых, больных открытой формой туберкулёза. [304] [305] 
",510.0,,52.0475515,39.73307895
287,ФКУ «ИК № 2 УФСИН по Липецкой области»,Исправительная колония,Липецк,"Образована в 1961 году как контрагентская колония для строительства  Липецкого цементного завода . [306] 
",,,52.60219295,39.625659500000005
288,ФКУ «ИК № 3 УФСИН по Липецкой области»,Исправительная колония,Елец,"Образована в 1945 году как лагерь военнопленных № 263. С 1952 года — ИТК-2, с 1954 года — ИТК-3. В 1993 году ИТК-3 строгого режима перепрофилирована в колонию общего режима. С 2002 года вновь колония строгого режима. [307] 
",,,60.89177654999999,49.7524721
289,ФКУ «ИК № 4 УФСИН по Липецкой области»,Исправительная колония,Елец,"Образована в 1961 году как контрагентская ИТК-4 общего режима. В 1989 году ликвидирована, восстановлена в 1991 году. [308] 
",,,60.89177654999999,49.7524721
290,ФКУ «ИК № 5 УФСИН по Липецкой области»,Исправительная колония,Липецк,"Лимит наполнения: 880 человек. Вид режима: общий для ранее судимых. Образована в 1957 году как ИТК-5 облегчённого режима. В начале 1960-х годов переведена на усиленный режим, с 1974 года — колония строгого режима. С 1994 года перепрофилирована в колонию особого режима для особо опасных рецидивистов, а в 1998 переведена на общий режим. [309] 
",880.0,общий,52.60219295,39.625659500000005
291,ФКУ «ИК № 6 УФСИН по Липецкой области»,Исправительная колония,Липецк,"Лимит наполнения: 1650 человек, включая областную больницу на 130 мест и участок КП на 100 человек. Вид режима: строгий для осуждённых за тяжкие и особо тяжкие преступления. Образована в 1994 году на базе ЛТП. [310] [311] 
",1650.0,строгий,52.60219295,39.625659500000005
292,ФКУ «ИК № 7 УФСИН по Липецкой области»,Исправительная колония,"Усманский район , с. Новоуглянка","Вид режима: общий для осуждённых женщин. Образована в 1934 году как Закрытый дом трудового воспитания для беспризорных на месте Софийского Успенского женского монастыря, закрытого в 1917 году. С 1935 года колония для несовершеннолетних. В 2013 году ВК перепрофилирована в женскую ИК. [312] 
",,общий,52.016592499999994,39.7461285
293,ФКУ  «СИЗО № 1 УФСИН России по Магаданской области»,Следственный изолятор,Магадан,"Открыта в 1959 году как следственная тюрьма № 1. В 1964 году реорганизована в СИЗО-1. [314] 
",,,59.5677165,150.82035195
294,ФКУ «КП № 2 УФСИН России по Магаданской области»,Колония-поселение,"Хасынский район , пос.  Сплавная","Основана в 2001 году. [315] 
",,,60.95969900000001,151.87842799999999
295,ФКУ «ИК № 3 УФСИН России по Магаданской области»,Исправительная колония,Магадан,"Образована в 1958 году как лагпункт № 7 в пос.  Талая . С 2006 года переведена в Магадан. [316] 
",,,59.5677165,150.82035195
296,ФКУ «ИК № 4 УФСИН России по Магаданской области»,Исправительная колония,Магадан,"Организована в 1958 году как лагпункт № 8 для содержания впервые осуждённых за особо опасные преступления. В 1968 году реорганизована в ИТК-4 строгого режима. [317] 
",,,59.5677165,150.82035195
297,ФКУ  «СИЗО № 1 УФСИН по Московской области»,Следственный изолятор,Ногинск,"
",,,55.87210645,38.44714655
298,ФКУ «СИЗО № 2 УФСИН по Московской области»,Следственный изолятор,Волоколамск,"
",,,56.03034565,35.94653435000001
299,ФКУ «СИЗО № 3 УФСИН по Московской области»,Следственный изолятор,Серпухов,"
",,,54.92251,37.3769301
300,ФКУ «СИЗО № 4 УФСИН по Московской области»,Следственный изолятор,Можайск,"
",,,55.50086505,36.02420934999999
301,ФКУ «СИЗО № 5 УФСИН по Московской области»,Следственный изолятор,Кашира,"
",,,54.8408085,38.2130245
302,ФКУ «СИЗО № 6 УФСИН по Московской области»,Следственный изолятор,Коломна,"
",,,55.0815845,38.793234
303,ФКУ «СИЗО № 7 УФСИН по Московской области»,Следственный изолятор,Егорьевск,"
",,,55.38494745,39.04032505
304,ФКУ «СИЗО № 8 УФСИН по Московской области»,Следственный изолятор,Сергиев Посад,"
",,,56.305815,38.12378294999999
305,ФКУ «СИЗО № 10 УФСИН по Московской области»,Следственный изолятор,"Можайский район ,  пос. им. Дзержинского","
",,,55.506456,36.0669124
306,ФКУ «СИЗО № 11 УФСИН по Московской области»,Следственный изолятор,Ногинск,"
",,,55.87210645,38.44714655
307,ФКУ «СИЗО № 12 УФСИН по Московской области»,Следственный изолятор,Зеленоград,"
",,,55.98643945,37.2021129
308,ФКУ «ИК № 1 УФСИН по Московской области»,Исправительная колония,"Дмитровский район ,  Новое Гришино","
",,,56.196988450000006,37.6439515
309,ФКУ «КП № 2 УФСИН по Московской области»,Колония-поселение,Зеленоград,"
",,,55.98643945,37.2021129
310,ФКУ «КП № 3 УФСИН по Московской области»,Колония-поселение,Электросталь,"
",,,55.784403,38.456771100000005
311,ФКУ «ИК № 5 УФСИН по Московской области»,Исправительная колония,"Можайский район ,  пос. им. Дзержинского","Образована в 1950 году на базе лагеря для военнопленных. [319] 
",,,55.506456,36.0669124
312,ФКУ «ИК № 6 УФСИН по Московской области»,Исправительная колония,"Коломна , мкрн Колычево","Образована в 1979 году как ЛТП-2. В 1994 году реорганизован в ИТК-6 общего режима. [320] 
",,,55.067454299999994,38.7514531
313,ФКУ «Можайская ВК УФСИН по Московской области»,Воспитательная колония,"Можайский район ,  пос. им. Дзержинского","Образована в  1964 году  как трудовая колония для несовершеннолетних на базе ликвидированной Звенигородской ВК и ИТК-3. [321] [322] 
",,,55.506456,36.0669124
314,ФКУ  «СИЗО № 1 УФСИН России по Мурманской области»,Следственный изолятор,Мурманск,"Лимит наполнения: 364 человека. Образован в 1938 году как Тюрьма № 1 в посёлке Второй Комсомольский. В 1957 году передислоцирована в Мурманск. С 1964 года СИЗО-1. [324] 
",364.0,,68.96757939999999,33.0857923
315,ФКУ «СИЗО № 2 УФСИН России по Мурманской области»,Следственный изолятор,Апатиты,"Лимит наполнения: 225 человек. Образован в 1950-х годах как Кировская пересыльная тюрьма № 2 разъезда Белый. С 1964 года СИЗО-2. [325] 
",225.0,,67.58553605,33.3955445
316,ФКУ «ИК № 16 УФСИН России по Мурманской области»,Исправительная колония,"Кольский район , пос.  Мурмаши","Лимит наполнения: 718 человек, включая ПФРСИ на 121 место. Вид режима: особый. Образована в 1961 году как самостоятельный участок общего режима. С 1971 года — колония особого режима. [326] 
",718.0,особый,68.8149091,32.81219170000001
317,ФКУ «ИК № 17 УФСИН России по Мурманской области»,Исправительная колония,Мурманск,"Лимит наполнения: 814 человек, включая участок КП на 40 мест. Вид режима: строгий. Образована в 1950 году как колония общего режима. С 2006 года — колония строгого режима. [327] 
",814.0,строгий,68.96757939999999,33.0857923
318,ФКУ «ИК № 18 УФСИН России по Мурманской области»,Исправительная колония,"Кольский район , пос.  Мурмаши","Лимит наполнения: 1209 человек, включая участок КП на 40 мест. Вид режима: строгий. Образована 1953 году как лаготделение № 18 на базе ИТЛ при строительстве № 511.  [328] 
",1209.0,строгий,68.8149091,32.81219170000001
319,ФКУ «КП № 20 УФСИН России по Мурманской области»,Колония-поселение,"Кандалакшский район , пос.  Зеленоборский","Лимит наполнения: 200 человек, в том числе 50 мест для осуждённых женщин. Образована в 1951 году как лаготделение № 15 на станции Княжая. С 1960 года — самостоятельный участок № 1, позднее ИТК-20. В 1989 году преобразована в ЛТП. С 2016 года — КП-20. [329] 
",200.0,,66.85873094999998,32.3935796
320,ФКУ «ИК № 23 УФСИН России по Мурманской области»,Исправительная колония,"Ловозерский район , пос.  Ревда","Лимит наполнения: 946 человек. Вид режима: строгий. Образована в 1968 году как ИТК-23. [330] 
",946.0,строгий,67.9454036,34.5486181
321,ФКУ «КП № 24 УФСИН России по Мурманской области»,Колония-поселение,Оленегорск,"Лимит наполнения: 510 человек. Образована в 1967 году как контрагентская колония, с 1968 года — ИТК. С 1974 года — ЛТП, с 1994 года — ИТК-24. В 2001 году реорганизована в КП. [331] 
",510.0,,68.13901755,33.24588735
322,ФКУ  «СИЗО № 1 ГУФСИН России по Нижегородской области»,Следственный изолятор,Нижний Новгород,"В 1914 году открыта Нижегородская губернская тюрьма. В 1921 году переименована в Первый Нижегородский ИТД. В разные годы называлась Нижегородским изолятором специального назначения и Нижегородской фабрично-заводской колонией. С 1964 года — СИЗО № 1. [333] 
",,,56.292739999999995,43.92674515
323,ФКУ «СИЗО № 2 ГУФСИН России по Нижегородской области»,Следственный изолятор,"Кстовский район , пос.  Дружный","Лимит наполнения: 622 человека. Образован СИЗО-2 в 1996 году на базе ЛТП-4. В полном объёме СИЗО-2 начал функционировать в декабре 2013 года. [334] 
",622.0,,56.16720350000001,43.90840345
324,ФКУ «СИЗО № 3 ГУФСИН России по Нижегородской области»,Следственный изолятор,"Вадский район , пос.  Анненковский Карьер","Образован в 1962 году как ИТК-15 строгого режима. В 2001 году перепрофилирована со строгого на особый вид режима. В 2005 году преобразована в СИЗО-3. [335] 
",,,55.46799295,44.37585895
325,ФКУ «ИК № 1 ГУФСИН России по Нижегородской области»,Исправительная колония,"Семёнов , пос.  Сухобезводное","В 1934 году создан лесозаготовительный участок, позже лесопункт  Вятлага , который со временем перерос в самостоятельный лагерь Унжлаг. В 1961 году Унжлаг расформировали и создали ИТК № 1. [336] 
",,,57.047118000000005,44.89968495
326,ФКУ «ИК № 2 ГУФСИН по Нижегородской области»,Исправительная колония,Нижний Новгород,"Образована в 1952 году после того Городецкую ИТК-2 реорганизовали в Горьковскую ИТК-2 с дислокацией на базе помещений бывшей Автозаводской ИТК-11. [337] 
",,,56.292739999999995,43.92674515
327,ФКУ «ЛИУ № 3 ГУФСИН России по Нижегородской области»,Лечебно-исправительное учреждение,"Краснобаковский район , п. Пруды","Образовано в 1934 году как  ОЛП  № 2 Унжлага. После войны — пересыльный пункт. В 1961 году преобразовано в ИТК-3, в 1969 году перепрофилирована в ЛТП-1, а в 1994 году вновь в ИК. С 1998 года ЛИУ для лечения осужденных больных туберкулёзом. [338] 
",,,57.199644049999996,44.78626045
328,ФКУ «ИК № 4 ГУФСИН России по Нижегородской области»,Исправительная колония,"Тоншаевский район , пос. Буреполом","Образована в 1926 году как Ветлужский участок по лесоразработкам Лианозово-Крюковской фабрично-трудовой колонии. В июня 1930 года преобразуется в Буреполомскую трудовую заводскую колонию. С 1946 года преобразована в Буреполомский ИТЛ. В 1958 году лагерь разделён на самостоятельные ИТК, одной из которых стала ИТК-4 в пос. Буреполом. [339] 
",,,57.950740499999995,47.36160655
329,ФКУ «ИК № 5 ГУФСИН России по Нижегородской области»,Исправительная колония,Нижний Новгород,"Образована в 1948 году на базе площадки лагпункта № 2 «Маргаринстроя». [340] 
",,,56.292739999999995,43.92674515
330,ФКУ «ИК № 6 ГУФСИН России по Нижегородской области»,Исправительная колония,"Варнавинский район , пос. Мирный","Образована в 1931 году как ОЛП-6. [341] 
",,,57.29807695,44.7450345
